Id,median_house_value
14735,78646.90265486726
18438,146896.1038961039
20631,203013.7381974249
14834,122098.69281045752
3240,230746.1062992126
9095,172131.6923076923
4960,439200.0
4199,203013.7381974249
11024,168526.9841269841
9093,279539.3370786517
7180,203013.7381974249
19552,167032.53968253967
397,329413.4666666667
13962,439009.625
16145,114980.34557235421
8765,281715.78571428574
662,97026.04651162791
5899,254980.01666666666
16746,208752.8735632184
6318,228456.56551724137
5446,271130.5254237288
7658,222233.52127659574
2696,108047.28682170542
14167,144191.91919191918
17973,136582.8125
7887,349105.8142857143
14569,91865.80459770115
3541,222233.52127659574
17261,168813.671875
14730,99035.64593301436
17444,279539.3370786517
16310,71694.99166666667
10760,109076.73611111111
15110,185028.35820895524
851,122098.69281045752
13531,498256.402173913
8343,260512.0481927711
16075,92056.25
2952,300555.3829787234
11066,237675.39682539683
10475,73876.59574468085
7358,114980.34557235421
1258,114980.34557235421
13793,200876.7123287671
7395,182972.66666666666
1408,208752.8735632184
18895,58993.08881578947
7498,230746.1062992126
18050,337933.3333333333
11199,500000.0
1921,230746.1062992126
13372,114980.34557235421
18763,255362.5
13200,292105.8823529412
1433,99035.64593301436
11006,222233.52127659574
7754,71694.99166666667
9212,220082.88288288287
19428,71694.99166666667
14394,98705.88235294117
17687,71694.99166666667
6711,122098.69281045752
16883,168526.9841269841
18645,334687.3220338983
5222,203013.7381974249
16803,114980.34557235421
11792,300666.4868421053
6972,186880.28169014084
4301,172131.6923076923
7517,58993.08881578947
658,89236.84210526316
1168,350156.9090909091
5928,284566.6666666667
8633,222233.52127659574
6152,304790.5833333333
15286,136090.6633906634
8107,136090.6633906634
14427,222233.52127659574
3528,91865.80459770115
17995,246109.67741935485
19732,230746.1062992126
1563,213093.63636363635
19874,240466.66666666666
13053,168813.671875
6780,203013.7381974249
13537,222233.52127659574
9165,228456.56551724137
9740,230746.1062992126
9935,338516.45454545453
15244,222233.52127659574
9869,136582.8125
17938,135672.0779220779
7970,183470.4081632653
13057,172131.6923076923
16794,168526.9841269841
19749,89236.84210526316
14343,203013.7381974249
12210,91865.80459770115
2713,141871.42857142858
16095,78646.90265486726
13556,237675.39682539683
7073,200876.7123287671
1020,239009.3023255814
12297,172131.6923076923
774,300666.4868421053
17430,278368.2272727273
17000,300666.4868421053
16460,186880.28169014084
4477,237950.0
17419,108047.28682170542
19736,318880.95238095237
13685,304790.5833333333
13028,334687.3220338983
6161,203013.7381974249
314,128320.83333333333
9847,168813.671875
13155,318543.58974358975
19278,99035.64593301436
10637,114980.34557235421
11305,203013.7381974249
9922,91865.80459770115
16086,135672.0779220779
20555,63817.20430107527
18290,174015.38461538462
8932,262956.2734375
16998,182972.66666666666
136,242376.38888888888
18578,129717.77777777778
18675,203013.7381974249
17407,318880.95238095237
14561,359550.0
10821,168813.671875
3290,200876.7123287671
15011,260512.0481927711
19691,222233.52127659574
7386,114980.34557235421
5096,128320.83333333333
18057,183470.4081632653
11573,109076.73611111111
8682,203013.7381974249
16272,154525.0
11525,431250.0
16389,154507.14285714287
3959,136090.6633906634
8229,114980.34557235421
969,254980.01666666666
4370,99035.64593301436
15280,237950.0
1370,136090.6633906634
14818,254980.01666666666
16045,237675.39682539683
12788,182972.66666666666
19376,122098.69281045752
1561,294108.0
8822,203013.7381974249
7536,379995.28571428574
8731,293907.5
17856,228456.56551724137
6520,116142.1875
4298,167032.53968253967
14762,172131.6923076923
14586,271130.5254237288
11026,172346.3768115942
19944,109076.73611111111
17752,91865.80459770115
858,146896.1038961039
1107,202463.07692307694
18431,334687.3220338983
7616,260512.0481927711
7464,58993.08881578947
5878,127584.61538461539
18713,144191.91919191918
10592,292833.9298245614
6879,136090.6633906634
6989,136582.8125
4635,78646.90265486726
10700,234390.9090909091
7094,300666.4868421053
14521,73876.59574468085
12530,81603.57142857143
18487,125000.0
10071,92056.25
10206,222233.52127659574
14052,228456.56551724137
221,135672.0779220779
19002,357358.9411764706
1534,214788.13559322033
2715,135672.0779220779
10410,197517.5
6458,230746.1062992126
13454,114980.34557235421
16477,164942.1875
4234,203013.7381974249
8438,136090.6633906634
11051,109076.73611111111
9559,318880.95238095237
12101,228456.56551724137
7282,279539.3370786517
18542,195383.8108108108
2691,181679.16666666666
14737,99035.64593301436
11548,222233.52127659574
15545,168813.671875
5367,136090.6633906634
3228,172346.3768115942
13220,498256.402173913
5077,136582.8125
3021,78646.90265486726
14073,122098.69281045752
2838,141561.76470588235
3232,304790.5833333333
7669,237675.39682539683
19249,318880.95238095237
16759,168813.671875
1706,122098.69281045752
15806,135672.0779220779
11971,172346.3768115942
12758,123928.57142857143
874,320300.0
5512,172131.6923076923
1096,71694.99166666667
14929,281715.78571428574
5826,300666.4868421053
8411,246670.2
13196,136090.6633906634
17263,203013.7381974249
354,146896.1038961039
10185,235762.24444444446
5814,136090.6633906634
18698,84164.54430379746
16808,98705.88235294117
15908,146896.1038961039
5765,186880.28169014084
19601,133321.05263157896
19450,78646.90265486726
9677,448820.2
5978,58993.08881578947
1254,279539.3370786517
1689,203013.7381974249
16252,300666.4868421053
1071,168526.9841269841
10991,183470.4081632653
12199,91865.80459770115
707,349105.8142857143
20391,350156.9090909091
19451,97026.04651162791
7540,122098.69281045752
16162,73876.59574468085
11271,131760.0
1621,78646.90265486726
16209,168526.9841269841
10726,467562.36363636365
2701,136406.1224489796
19651,108610.41666666667
6083,97026.04651162791
9659,489085.3846153846
11533,58993.08881578947
1914,136582.8125
4108,172131.6923076923
4091,270783.3333333333
11629,109076.73611111111
18553,390341.75
11779,203013.7381974249
19823,292833.9298245614
15302,71694.99166666667
3798,136582.8125
10508,164942.1875
17189,144191.91919191918
15448,222233.52127659574
13664,99035.64593301436
17551,246670.2
13955,135672.0779220779
12656,188251.72413793104
10364,490762.4246575342
17674,131760.0
20055,136090.6633906634
4562,451915.14814814815
19057,99035.64593301436
13598,136090.6633906634
1712,222233.52127659574
117,254980.01666666666
15140,239009.3023255814
19976,220082.88288288287
13262,136090.6633906634
2568,97026.04651162791
8263,168526.9841269841
251,228456.56551724137
7579,92056.25
3171,71694.99166666667
19502,279539.3370786517
9432,99035.64593301436
15360,300666.4868421053
3350,203013.7381974249
3661,431136.54545454547
4481,135672.0779220779
16983,131760.0
5466,146896.1038961039
2471,338516.45454545453
18809,130750.0
11127,236954.08163265305
7520,203013.7381974249
20426,390341.75
9221,349105.8142857143
20479,109076.73611111111
4214,299177.14285714284
754,84164.54430379746
19242,92056.25
8041,292105.8823529412
5386,91865.80459770115
15233,136090.6633906634
1072,146896.1038961039
18018,230746.1062992126
15001,117700.0
20094,136090.6633906634
16658,213093.63636363635
10204,164942.1875
3068,498256.402173913
5284,168813.671875
922,297915.3846153846
3015,202463.07692307694
13541,172131.6923076923
4078,237675.39682539683
17924,366700.0
9585,261493.33333333334
4168,262956.2734375
1357,366700.0
287,99035.64593301436
20174,97026.04651162791
14084,292833.9298245614
13575,220082.88288288287
11829,203013.7381974249
18132,230746.1062992126
1052,214788.13559322033
18396,246670.2
7856,83367.0731707317
2089,91865.80459770115
18098,203791.10714285713
15061,154525.0
2533,174015.38461538462
4771,192403.17460317462
979,185028.35820895524
14079,167032.53968253967
19589,114980.34557235421
9087,168526.9841269841
6545,97026.04651162791
6717,450136.7272727273
17390,260512.0481927711
4876,257213.22641509434
14283,91865.80459770115
4521,484083.5172413793
20416,136582.8125
14346,304790.5833333333
16187,170948.83720930232
3310,173649.63703703703
14294,154507.14285714287
18046,173649.63703703703
19164,203013.7381974249
8273,222233.52127659574
8240,262956.2734375
16764,279539.3370786517
9134,500001.0
2784,172131.6923076923
11111,136090.6633906634
7805,168526.9841269841
667,379995.28571428574
11984,228456.56551724137
520,271130.5254237288
18724,500001.0
12639,135672.0779220779
6343,99035.64593301436
12315,135672.0779220779
17233,157062.90322580645
1412,490762.4246575342
13241,172131.6923076923
11900,60135.84905660377
764,135672.0779220779
11524,390341.75
4867,288380.0
10056,318543.58974358975
1457,114980.34557235421
952,183470.4081632653
15917,183470.4081632653
7373,136090.6633906634
4185,318543.58974358975
15266,136090.6633906634
233,237675.39682539683
6280,293907.5
12730,91865.80459770115
495,172346.3768115942
18860,91865.80459770115
17338,91865.80459770115
5586,203013.7381974249
17793,99035.64593301436
5569,172346.3768115942
15081,135672.0779220779
17437,188296.22641509434
11821,173649.63703703703
8598,114980.34557235421
6599,226562.5
15864,270783.3333333333
1205,203013.7381974249
10591,97026.04651162791
15987,114980.34557235421
8939,279539.3370786517
13296,114980.34557235421
11782,109076.73611111111
16859,203013.7381974249
17447,172346.3768115942
2021,172131.6923076923
10479,279539.3370786517
5179,135672.0779220779
6622,71694.99166666667
10996,278368.2272727273
11749,146896.1038961039
9031,109076.73611111111
6558,135672.0779220779
15318,58993.08881578947
17375,173649.63703703703
14013,203109.0909090909
13161,108047.28682170542
17806,72296.15384615384
9072,108047.28682170542
10013,161051.28205128206
719,99035.64593301436
19048,136090.6633906634
4987,136406.1224489796
19631,136090.6633906634
14101,99035.64593301436
10290,361106.6666666667
15339,214788.13559322033
3041,237675.39682539683
4232,329413.4666666667
12390,389000.0
4766,170948.83720930232
758,485508.8108108108
6445,246410.29411764705
13387,99035.64593301436
9028,99304.76190476191
16082,172131.6923076923
14851,78646.90265486726
12986,237675.39682539683
14534,108047.28682170542
6005,63817.20430107527
17926,63817.20430107527
7742,209893.8775510204
4321,173649.63703703703
4332,279539.3370786517
7558,236954.08163265305
20311,467562.36363636365
11634,78646.90265486726
18340,203791.10714285713
8564,208752.8735632184
4422,136090.6633906634
14584,136582.8125
4160,114980.34557235421
8525,292833.9298245614
2467,292833.9298245614
4284,300666.4868421053
488,172131.6923076923
5015,373655.55555555556
5230,186880.28169014084
4391,144191.91919191918
6428,181679.16666666666
14621,246410.29411764705
9050,114980.34557235421
19841,242376.38888888888
13677,122098.69281045752
17471,54500.0
12047,173649.63703703703
5090,242837.2093023256
19029,304790.5833333333
6170,168526.9841269841
14242,334687.3220338983
2276,450000.0
5661,144191.91919191918
10432,203013.7381974249
3965,136090.6633906634
2334,230746.1062992126
14863,162688.88888888888
457,168526.9841269841
2891,167685.7142857143
19297,319775.0
19248,172346.3768115942
7927,484083.5172413793
15786,91865.80459770115
20198,228456.56551724137
12477,186880.28169014084
15679,285614.28571428574
16076,186880.28169014084
5390,92056.25
10491,146896.1038961039
18409,271852.04
14314,117700.0
16136,131760.0
6201,293907.5
4349,182972.66666666666
15526,262956.2734375
914,92056.25
13551,117700.0
10661,108610.41666666667
14888,214788.13559322033
8117,237675.39682539683
17705,91865.80459770115
8267,279539.3370786517
6261,172131.6923076923
19499,71694.99166666667
1216,83367.0731707317
14169,228456.56551724137
15331,356845.45454545453
4957,63817.20430107527
2683,294108.0
19939,351253.3333333333
16595,161051.28205128206
14181,237675.39682539683
8556,203013.7381974249
5635,168526.9841269841
6071,172346.3768115942
1241,204470.0
1897,203013.7381974249
7429,203013.7381974249
14954,192403.17460317462
7177,58993.08881578947
19910,154127.27272727274
10109,114980.34557235421
14144,228456.56551724137
1336,99035.64593301436
10523,222233.52127659574
6697,89211.76470588235
3108,203013.7381974249
11329,115000.0
19030,73876.59574468085
14582,350156.9090909091
14598,254980.01666666666
3234,203791.10714285713
12629,186880.28169014084
19185,213093.63636363635
10974,108047.28682170542
20614,230746.1062992126
8749,300666.4868421053
16769,304790.5833333333
448,182972.66666666666
13042,129717.77777777778
13963,208752.8735632184
313,186880.28169014084
9762,183470.4081632653
13312,318880.95238095237
7341,212002.5
852,168813.671875
19915,135672.0779220779
5354,329413.4666666667
1586,78646.90265486726
10518,203013.7381974249
2795,278368.2272727273
3675,298945.8333333333
15219,183470.4081632653
3511,254980.01666666666
14334,237950.0
3558,136582.8125
14094,170948.83720930232
6999,318543.58974358975
14713,498256.402173913
9586,99304.76190476191
18981,489085.3846153846
651,188251.72413793104
16717,299177.14285714284
19171,186880.28169014084
4137,238047.61904761905
15430,170948.83720930232
1006,91865.80459770115
20463,278368.2272727273
2607,108610.41666666667
14197,203013.7381974249
18767,166900.0
2882,146896.1038961039
16858,170948.83720930232
16947,334687.3220338983
2439,163281.4814814815
1517,73876.59574468085
6965,154525.0
9011,238047.61904761905
12878,338516.45454545453
9147,185028.35820895524
14852,213093.63636363635
1623,71694.99166666667
10263,172131.6923076923
9059,203013.7381974249
14776,168813.671875
7443,192403.17460317462
1836,136090.6633906634
11890,174015.38461538462
2981,222233.52127659574
7890,208752.8735632184
11263,183470.4081632653
16790,230746.1062992126
8599,167032.53968253967
1093,154507.14285714287
19646,214788.13559322033
794,344184.6153846154
503,451915.14814814815
18846,114980.34557235421
891,200876.7123287671
913,167032.53968253967
16240,226562.5
7912,91865.80459770115
1269,161051.28205128206
3322,136090.6633906634
7829,168813.671875
14140,99035.64593301436
6689,109076.73611111111
9843,168813.671875
18055,60135.84905660377
3027,397400.2
17450,208752.8735632184
2085,136406.1224489796
20357,144191.91919191918
9724,183470.4081632653
1259,114980.34557235421
7125,203791.10714285713
5043,91865.80459770115
13398,114980.34557235421
18811,114980.34557235421
16962,114980.34557235421
3438,91865.80459770115
1173,228456.56551724137
14378,163281.4814814815
14937,203791.10714285713
12560,203013.7381974249
13887,72296.15384615384
672,292833.9298245614
10302,186880.28169014084
11142,135672.0779220779
8937,304790.5833333333
6548,246410.29411764705
11171,490762.4246575342
11456,294108.0
10149,109076.73611111111
9773,297915.3846153846
2343,135672.0779220779
18390,97026.04651162791
1711,203013.7381974249
7441,213093.63636363635
7935,168526.9841269841
4170,89236.84210526316
16148,161051.28205128206
18794,97026.04651162791
19750,114980.34557235421
10446,83367.0731707317
17527,192403.17460317462
15096,470100.6666666667
19577,58993.08881578947
17427,99035.64593301436
10966,400336.48484848486
6895,498256.402173913
8065,195383.8108108108
5671,224804.68604651163
7656,146896.1038961039
18897,292833.9298245614
4681,99035.64593301436
4996,300666.4868421053
1494,127584.61538461539
9767,446512.5
15407,91865.80459770115
18077,146896.1038961039
3043,203013.7381974249
17043,279539.3370786517
3625,350156.9090909091
16953,490762.4246575342
19628,172346.3768115942
4225,58993.08881578947
15126,270783.3333333333
12303,170948.83720930232
1501,58993.08881578947
3522,168526.9841269841
6932,167032.53968253967
3794,97026.04651162791
6635,336416.6666666667
17220,136582.8125
9985,172131.6923076923
1919,58993.08881578947
15262,108047.28682170542
13839,257213.22641509434
1666,92056.25
15216,168526.9841269841
7569,224804.68604651163
10978,78646.90265486726
4194,239009.3023255814
8350,168813.671875
13977,99035.64593301436
17613,168526.9841269841
19275,262956.2734375
19629,168813.671875
16393,197517.5
5450,136406.1224489796
8094,58993.08881578947
12151,71694.99166666667
1893,215402.1739130435
17019,237675.39682539683
10041,376367.525
5117,73876.59574468085
1100,379995.28571428574
9626,114980.34557235421
8444,278368.2272727273
11322,237950.0
2592,172131.6923076923
15953,203013.7381974249
19294,224804.68604651163
2769,185028.35820895524
19978,168813.671875
5102,208752.8735632184
11704,292833.9298245614
3808,490762.4246575342
48,136090.6633906634
12103,186880.28169014084
208,168813.671875
61,242376.38888888888
13182,292833.9298245614
8202,203861.53846153847
3063,81603.57142857143
18752,363988.23529411765
20203,97026.04651162791
16864,315926.96153846156
16154,300666.4868421053
6451,203013.7381974249
3547,172346.3768115942
13871,58993.08881578947
7571,189770.83333333334
20351,385108.7901234568
1145,169697.36842105264
13088,162688.88888888888
5449,376367.525
18766,214788.13559322033
15780,83367.0731707317
20077,172346.3768115942
13375,224804.68604651163
5580,136090.6633906634
7450,168526.9841269841
15070,203013.7381974249
8920,84164.54430379746
16367,242376.38888888888
2080,136090.6633906634
14147,172131.6923076923
19994,89211.76470588235
17339,203013.7381974249
13461,108610.41666666667
3751,172131.6923076923
1970,169697.36842105264
2805,237950.0
4338,108047.28682170542
19106,260512.0481927711
1571,304790.5833333333
4101,116142.1875
19522,168526.9841269841
4083,99035.64593301436
1179,237950.0
18751,202463.07692307694
4803,349105.8142857143
113,173649.63703703703
163,284566.6666666667
4861,312305.15
3951,236954.08163265305
14272,303705.8823529412
11802,83367.0731707317
18349,168813.671875
10478,500001.0
14412,161051.28205128206
12232,315926.96153846156
4583,188296.22641509434
18469,135672.0779220779
2255,97026.04651162791
19611,127584.61538461539
7851,108610.41666666667
11018,222233.52127659574
15040,374533.3333333333
3636,451120.4
429,228456.56551724137
18160,485508.8108108108
6694,99035.64593301436
13337,146896.1038961039
1438,262956.2734375
6621,284000.0
13627,288991.8918918919
17416,109076.73611111111
8101,168526.9841269841
1771,136090.6633906634
17451,230746.1062992126
4264,203013.7381974249
11652,114980.34557235421
11650,108610.41666666667
16001,242744.44444444444
8557,168813.671875
5958,203013.7381974249
10722,91865.80459770115
11133,484083.5172413793
20434,172131.6923076923
2507,99035.64593301436
6861,279539.3370786517
15369,99035.64593301436
4729,230746.1062992126
18829,257213.22641509434
15889,195383.8108108108
11113,237675.39682539683
18448,349105.8142857143
277,122098.69281045752
262,182972.66666666666
6835,343930.76923076925
6768,188296.22641509434
12165,498256.402173913
18647,222233.52127659574
19346,300666.4868421053
7233,357358.9411764706
19250,490762.4246575342
12025,300666.4868421053
13547,114980.34557235421
532,337072.7272727273
14665,78646.90265486726
19287,108610.41666666667
5193,288380.0
8458,222233.52127659574
8465,136090.6633906634
4947,300666.4868421053
863,294108.0
13595,203013.7381974249
3760,153500.0
1933,135672.0779220779
14952,114980.34557235421
7585,230746.1062992126
6613,236954.08163265305
11936,334687.3220338983
15287,116142.1875
2385,192403.17460317462
13085,500001.0
12966,168526.9841269841
13744,114980.34557235421
4907,300666.4868421053
12100,246109.67741935485
17153,288991.8918918919
9268,237950.0
10225,257213.22641509434
12481,299177.14285714284
4549,300666.4868421053
13204,349105.8142857143
15181,292833.9298245614
4106,99035.64593301436
20605,300666.4868421053
3570,129717.77777777778
2191,144191.91919191918
7273,63817.20430107527
2865,136582.8125
3940,304790.5833333333
2773,163281.4814814815
10571,224804.68604651163
11606,172131.6923076923
15213,97026.04651162791
5575,58993.08881578947
3401,109076.73611111111
9568,114980.34557235421
